"id";"word";"transcriptionUs";"transcriptionUk";"soundUsPath";"soundUkPath";"translates"
"980";"unusual";"|ʌnˈjuːʒʊəl|";"|ʌnˈjuːʒʊəl|";"./sound/us/unusual.mp3";"./sound/uk/unusual.mp3";"необычный, необыкновенный, необычайный, редкий, странный, замечательный, неурочный"
"981";"up";"|ʌp|";"|ʌp|";"./sound/us/up.mp3";"./sound/uk/up.mp3";"вверх, вверху, по, вверх по, поднимать, подъем, успех, повышающийся"
"982";"us";"|ʌs|";"|əs|";"./sound/us/us.mp3";"./sound/uk/us.mp3";"нам, нами, нас"
"983";"use";"|juːz|";"|juːz|";"./sound/us/use.mp3";"./sound/uk/use.mp3";"использование, применение, пользование, использовать, пользоваться, применять"
"984";"useful";"|ˈjuːsfl|";"|ˈjuːsfʊl|";"./sound/us/useful.mp3";"./sound/uk/useful.mp3";"полезный, пригодный, успешный, способный, весьма похвальный"
"985";"using";"|ˈjuːzɪŋ|";"|ˈjuːzɪŋ|";"./sound/us/using.mp3";"./sound/uk/using.mp3";"использование"
"986";"usually";"|ˈjuːʒʊəlɪ|";"|ˈjuːʒʊəlɪ|";"./sound/us/usually.mp3";"./sound/uk/usually.mp3";"обычно, обыкновенно"
"987";"vacation";"|vəˈkeɪʃn|";"|vəˈkeɪʃ(ə)n|";"./sound/us/vacation.mp3";"./sound/uk/vacation.mp3";"отпуск, каникулы, отдыхать, брать отпуск, отпускной, каникулярный"
"988";"value";"|ˈvæljuː|";"|ˈvæljuː|";"./sound/us/value.mp3";"./sound/uk/value.mp3";"ценить, оценивать, дорожить, значение, стоимость, ценность, величина"
"989";"vegetable";"|ˈvedʒtəbl|";"|ˈvedʒtəb(ə)l|";"./sound/us/vegetable.mp3";"./sound/uk/vegetable.mp3";"растительный, овощной, скучный, овощ"
"990";"verb";"|vɜːrb|";"|vɜːb|";"./sound/us/verb.mp3";"./sound/uk/verb.mp3";"глагол"
"991";"very";"|ˈverɪ|";"|ˈverɪ|";"./sound/us/very.mp3";"./sound/uk/very.mp3";"очень, даже, самый, тот самый, истинный, сам по себе"
"992";"vet";"|vet|";"|vet|";"./sound/us/vet.mp3";"./sound/uk/vet.mp3";"ветеринар, ветеран, проверять, исследовать, заслуженный, маститый"
"993";"video";"|ˈvɪdɪəʊ|";"|ˈvɪdɪəʊ|";"./sound/us/video.mp3";"./sound/uk/video.mp3";"видео, изображение, видеомагнитофон, телевизионный"
"994";"view";"|vjuː|";"|vjuː|";"./sound/us/view.mp3";"./sound/uk/view.mp3";"вид, взгляд, мнение, осмотр, поле зрения, смотреть, рассматривать, осматривать"
"995";"village";"|ˈvɪlɪdʒ|";"|ˈvɪlɪdʒ|";"./sound/us/village.mp3";"./sound/uk/village.mp3";"деревня, село, городок, деревенские жители"
"996";"visit";"|ˈvɪzɪt|";"|ˈvɪzɪt|";"./sound/us/visit.mp3";"./sound/uk/visit.mp3";"посещение, визит, поездка, осмотр, посещать, побывать, навещать, гостить"
"997";"visitor";"|ˈvɪzɪtər|";"|ˈvɪzɪtə|";"./sound/us/visitor.mp3";"./sound/uk/visitor.mp3";"посетитель, гость, инспектор, экскурсант, ревизор, перелетная птица"
"998";"vitamin";"|ˈvaɪtəmɪn|";"|ˈvɪtəmɪn|";"./sound/us/vitamin.mp3";"./sound/uk/vitamin.mp3";"витамин"
"999";"vocabulary";"|vəˈkæbjəlerɪ|";"|və(ʊ)ˈkæbjʊlərɪ|";"./sound/us/vocabulary.mp3";"./sound/uk/vocabulary.mp3";"словарь, лексика, терминология, лексикон, словарный"
"1000";"vowel";"|ˈvaʊəl|";"|ˈvaʊəl|";"./sound/us/vowel.mp3";"./sound/uk/vowel.mp3";"гласный, гласный звук"
"1001";"wait";"|weɪt|";"|weɪt|";"./sound/us/wait.mp3";"./sound/uk/wait.mp3";"ожидание, выжидание, засада, ждать, подождать, дожидаться, выжидать"
"1002";"waiter";"|ˈweɪtər|";"|ˈweɪtə|";"./sound/us/waiter.mp3";"./sound/uk/waiter.mp3";"официант, поднос, подавальщик, кухонный лифт, вращающийся столик для закусок"
"1003";"waitress";"|ˈweɪtrəs|";"|ˈweɪtrəs|";"./sound/us/waitress.mp3";"./sound/uk/waitress.mp3";"официантка, подавальщица"
"1004";"wake";"|weɪk|";"|weɪk|";"./sound/us/wake.mp3";"./sound/uk/wake.mp3";"просыпаться, разбудить, будить, осознать, бодрствование, поминки, кильватер"
"1005";"walk";"|wɔːk|";"|wɔːk|";"./sound/us/walk.mp3";"./sound/uk/walk.mp3";"ходьба, шаг, походка, тропа, расстояние, ходить, идти, гулять, идти пешком, обходить"
"1006";"wall";"|wɔːl|";"|wɔːl|";"./sound/us/wall.mp3";"./sound/uk/wall.mp3";"стенной, настенный, стена, стенка, вал, барьер, бок, обносить стеной"
"1007";"wallet";"|ˈwɑːlɪt|";"|ˈwɒlɪt|";"./sound/us/wallet.mp3";"./sound/uk/wallet.mp3";"бумажник, футляр, сумка, котомка"
"1008";"want";"|wɑːnt|";"|wɒnt|";"./sound/us/want.mp3";"./sound/uk/want.mp3";"нужда, желание, необходимость, желать, хотеть, хотеться, нуждаться"
"1009";"watch";"|wɑːtʃ|";"|wɒtʃ|";"./sound/us/watch.mp3";"./sound/uk/watch.mp3";"часы, вахта, наблюдение, смотреть, наблюдать, вахтенный"
"1010";"watching";"|ˈwɑːtʃɪŋ|";"|ˈwɒtʃɪŋ|";"./sound/us/watching.mp3";"./sound/uk/watching.mp3";"наблюдающий, смотрящий, надзор"
"1011";"water";"|ˈwɔːtər|";"|ˈwɔːtə|";"./sound/us/water.mp3";"./sound/uk/water.mp3";"вода, воды, море, водоем, поливать, напоить, поить, водный, водяной"
"1012";"way";"|weɪ|";"|weɪ|";"./sound/us/way.mp3";"./sound/uk/way.mp3";"путь, способ, сторона, дорога, метод, далеко, значительно, чересчур"
"1013";"we";"|wiː|";"|wɪ|";"./sound/us/we.mp3";"./sound/uk/we.mp3";"мы, нами"
"1014";"weak";"|wiːk|";"|wiːk|";"./sound/us/weak.mp3";"./sound/uk/weak.mp3";"слабый, слабовольный, бессильный, слабоумный"
"1015";"wear";"|wer|";"|weə|";"./sound/us/wear.mp3";"./sound/uk/wear.mp3";"износ, одежда, ношение, изнашивание, платье, носиться, носить, одевать, изнашиваться"
"1016";"wearing";"|ˈwerɪŋ|";"|ˈweərɪŋ|";"./sound/us/wearing.mp3";"./sound/uk/wearing.mp3";"ношение, утомительный, скучный, нудный"
"1017";"weather";"|ˈweðər|";"|ˈweðə|";"./sound/us/weather.mp3";"./sound/uk/weather.mp3";"погода, непогода, шторм, погодный, наветренный, выдерживать"
"1018";"web";"|web|";"|web|";"./sound/us/web.mp3";"./sound/uk/web.mp3";"сеть, паутина, ткань, стержень, перемычка, заманивать в сеть, заманивать в сети"
"1019";"website";"|ˈwebsaɪt|";"|ˈwebsaɪt|";"./sound/us/website.mp3";"./sound/uk/website.mp3";"веб-сайт"
"1020";"wednesday";"|ˈwenzdeɪ|";"|ˈwenzdeɪ|";"./sound/us/wednesday.mp3";"./sound/uk/wednesday.mp3";"среда"
"1021";"weed";"|wiːd|";"|wiːd|";"./sound/us/weed.mp3";"./sound/uk/weed.mp3";"сорняк, сорная трава, табак, марихуана, полоть, пропалывать, выпалывать, очищать"
"1022";"week";"|wiːk|";"|wiːk|";"./sound/us/week.mp3";"./sound/uk/week.mp3";"неделя, шесть рабочих дней недели, целая вечность"
"1023";"weekday";"|ˈwiːkdeɪ|";"|ˈwiːkdeɪ|";"./sound/us/weekday.mp3";"./sound/uk/weekday.mp3";"будний день"
"1024";"weekend";"|ˈwiːkend|";"|wiːkˈend|";"./sound/us/weekend.mp3";"./sound/uk/weekend.mp3";"конец недели, уик-энд"
"1025";"well";"|wel|";"|wel|";"./sound/us/well.mp3";"./sound/uk/well.mp3";"ну, что ж, уж, хороший, хорошо, вполне, колодец, бить ключом"
"1026";"west";"|west|";"|west|";"./sound/us/west.mp3";"./sound/uk/west.mp3";"запад, вест, западный ветер, к западу, на запад, западный"
"1027";"what";"|wʌt|";"|wɒt|";"./sound/us/what.mp3";"./sound/uk/what.mp3";"что, что, как, каков, какой, какой, сколько"
"1028";"when";"|wen|";"|wen|";"./sound/us/when.mp3";"./sound/uk/when.mp3";"когда, хотя, когда, если, как только, время, дата"
"1029";"where";"|wer|";"|weə|";"./sound/us/where.mp3";"./sound/uk/where.mp3";"где, куда, где, туда, туда где, место происшествия"
"1030";"which";"|wɪtʃ|";"|wɪtʃ|";"./sound/us/which.mp3";"./sound/uk/which.mp3";"который, который, какой, что, кто, каковой"
"1031";"white";"|waɪt|";"|waɪt|";"./sound/us/white.mp3";"./sound/uk/white.mp3";"белый, седой, бледный, серебристый, чистый, белый, белила, белизна, белый цвет, белок"
"1032";"who";"|huː|";"|huː|";"./sound/us/who.mp3";"./sound/uk/who.mp3";"кто, который, те, кто, тот, кто"
"1033";"whose";"|huːz|";"|huːz|";"./sound/us/whose.mp3";"./sound/uk/whose.mp3";"чья, чей, чье, чьи"
"1034";"why";"|waɪ|";"|waɪ|";"./sound/us/why.mp3";"./sound/uk/why.mp3";"почему, зачем, отчего, причина, загадка, основание, задача"
"1035";"wide";"|waɪd|";"|waɪd|";"./sound/us/wide.mp3";"./sound/uk/wide.mp3";"широкий, большой, обширный, далекий, широко, далеко, повсюду, мимо цели"
"1036";"wife";"|waɪf|";"|waɪf|";"./sound/us/wife.mp3";"./sound/uk/wife.mp3";"жена, женщина"
"1037";"window";"|ˈwɪndəʊ|";"|ˈwɪndəʊ|";"./sound/us/window.mp3";"./sound/uk/window.mp3";"окно, окошко, витрина, оконный"
"1038";"wine";"|waɪn|";"|waɪn|";"./sound/us/wine.mp3";"./sound/uk/wine.mp3";"винный, вино, цвет красного вина, пить вино, угощать вином"
"1039";"winter";"|ˈwɪntər|";"|ˈwɪntə|";"./sound/us/winter.mp3";"./sound/uk/winter.mp3";"зимний, озимый, зима, год, зимовать, перезимовать"
"1040";"witch";"|wɪtʃ|";"|wɪtʃ|";"./sound/us/witch.mp3";"./sound/uk/witch.mp3";"ведьма, колдун, колдунья, знахарь, околдовать, очаровать, обвораживать"
"1041";"with";"|wɪð|";"|wɪð|";"./sound/us/with.mp3";"./sound/uk/with.mp3";"с, вместе с, от, несмотря на, напихать"
"1042";"woman";"|ˈwʊmən|";"|ˈwʊmən|";"./sound/us/woman.mp3";"./sound/uk/woman.mp3";"женщина, баба, служанка, женственность, любовница, женское начало, уборщица"
"1043";"women";"|ˈwɪmɪn|";"|ˈwɪmɪn|";"./sound/us/women.mp3";"./sound/uk/women.mp3";"женщины, женский пол"
"1044";"wonderful";"|ˈwʌndərfl|";"|ˈwʌndəfʊl|";"./sound/us/wonderful.mp3";"./sound/uk/wonderful.mp3";"замечательный, чудесный, удивительный, чудный"
"1045";"word";"|wɜːrd|";"|wɜːd|";"./sound/us/word.mp3";"./sound/uk/word.mp3";"слово, известие, речь, обещание, текст, вести, сформулировать, выражать словами"
"1046";"work";"|wɜːrk|";"|wɜːk|";"./sound/us/work.mp3";"./sound/uk/work.mp3";"работа, труд, произведение, дело, дела, работать, трудиться, действовать"
"1047";"worker";"|ˈwɜːrkər|";"|ˈwɜːkə|";"./sound/us/worker.mp3";"./sound/uk/worker.mp3";"работник, рабочий, рабочий, трудовой"
"1048";"world";"|wɜːrld|";"|wɜːld|";"./sound/us/world.mp3";"./sound/uk/world.mp3";"мир, свет, вселенная, общество, царство, мировой, всемирный"
"1049";"worried";"|ˈwɜːrɪd|";"|ˈwʌrɪd|";"./sound/us/worried.mp3";"./sound/uk/worried.mp3";"озабоченный, тревожный"
"1050";"worry";"|ˈwɜːrɪ|";"|ˈwʌrɪ|";"./sound/us/worry.mp3";"./sound/uk/worry.mp3";"беспокойство, тревога, забота, волнение, беспокоить, беспокоиться, волноваться"
"1051";"would";"|wʊd|";"|wəd|";"./sound/us/would.mp3";"./sound/uk/would.mp3";"бы, желание"
"1052";"wow";"|waʊ|";"|waʊ|";"./sound/us/wow.mp3";"./sound/uk/wow.mp3";"вау, огромный успех, поражать, ошеломлять"
"1053";"write";"|raɪt|";"|raɪt|";"./sound/us/write.mp3";"./sound/uk/write.mp3";"писать, записывать, сочинять, выписывать, вводить информацию, пописать"
"1054";"writing";"|ˈraɪtɪŋ|";"|ˈraɪtɪŋ|";"./sound/us/writing.mp3";"./sound/uk/writing.mp3";"письменный, для письма, писчий, письменность, письмо, документ, писание"
"1055";"wrong";"|rɔːŋ|";"|rɒŋ|";"./sound/us/wrong.mp3";"./sound/uk/wrong.mp3";"неправильный, неправильно, неправильность, зло, вредить, обижать"
"1056";"year";"|jɪr|";"|jɪə|";"./sound/us/year.mp3";"./sound/uk/year.mp3";"год, годы, возраст"
"1057";"yellow";"|ˈjeləʊ|";"|ˈjeləʊ|";"./sound/us/yellow.mp3";"./sound/uk/yellow.mp3";"желтый, трусливый, ревнивый, желтить, желтеть, желтый цвет, желтизна"
"1058";"yes";"|jes|";"|jes|";"./sound/us/yes.mp3";"./sound/uk/yes.mp3";"да, да, согласие, поддакивать"
"1059";"yesterday";"|ˈjestərdeɪ|";"|ˈjestədeɪ|";"./sound/us/yesterday.mp3";"./sound/uk/yesterday.mp3";"вчера, совсем недавно, вчерашний день"
